,model,prompt,size(B),language,prediction,prompt_formality,id,formality,annotator,annotation_id,created_at,updated_at,lead_time
522,BLOOM,"Asi, ""los últimos serán los primeros y los primeros serán los últimos."" Las tres funciones",7.1,es," fundamentales de la economía mundial.
Ahora, ¿cuál es el resultado de esto? Es decir, es cierto que las naciones, sus naciones, sus estados, los estados democráticos, con mayor igualdad e inclusión social, son ellos los que crecen en las condiciones de paz y progreso.
Mientras que los países que han mantenido una política de exclusión, de desprecio por los ciudadanos de sus países, por los migrantes que llegan a sus países, por los inmigrantes, en general, son los países que mantienen condiciones de atraso y de miseria.
Es decir, en estas condiciones, las economías y los países que no se han desarrollado son los países que no han sabido mantener su apertura, su economía abierta, la inversión internacional, las condiciones de igualdad de los ciudadanos, sus",Formal,4165,Formal,14,2825,2022-11-16T22:38:03.557655Z,2022-11-16T22:38:03.557672Z,9.88
523,BLOOM,"Análogamente, es preferible decir ""“vos” utiliza la quinta inflexión verbal modificada"" que decir ""“vos” (pese",7.1,es," a utilizar la misma inflexión verbal modificada que “él”, se expresa con una mayor cercanía a “yo” que al emisor real de la oración, pues se trata de una voz que interviene en el habla del personaje, que se dirige a él y que, como tal, tiene cercanía con el hablante real de la oración"".
Como norma general, en el caso de los pronombres, la voz que interviene en la oración es la voz activa, es decir la voz que tiene en su interior el agente que produce los cambios. Además, en todas las oraciones, la voz de los pronombres que representan a los personajes es la voz activa. Sin embargo, en algunas oraciones, como las interrogativas y las exclam",Formal,4135,Formal,14,2824,2022-11-16T22:37:53.033448Z,2022-11-16T22:37:53.033467Z,4.428
524,BLOOM,De una,3.0,es,"De una forma u otra, ya sea para el uso de un ordenador de escritorio, portátiles o tabletas, siempre tendrás una gran cantidad de opciones en el mercado a elegir.
Un ordenador de escritorio te permite trabajar desde cualquier lugar, pero requiere que tengas un espacio suficientemente grande para la mesa. El almacenamiento puede ser una preocupación en estos casos, ya que todo lo que necesitas podría estar a unos pocos pasos para llegar. Una buena solución sería un ordenador de sobremesa con una pantalla de alto rendimiento, una buena cámara web y un micrófono.",Neutral,4497,Formal,14,2823,2022-11-16T22:37:47.960817Z,2022-11-16T22:37:47.960835Z,104.739
525,BLOOM,Por que la,7.1,es,"Por que la gente se mata a sí misma antes de perder el control, de que le corten la cabeza
¿Y por qué no?
Porque ellos no han tomado un arma
No lo sé
¿Alguna vez habías visto algo así?
No
Debe ser una locura.
Pero no es algo que ocurra todos los días.
¿Qué?
¿Qué?
Algo terrible.
Estoy muy asustada.
No puedes estarlo.
- ¿Cómo lo sabes?
- Yo estaba ahí.
No es eso.
¿Qué es?
Esto.
Creo que deberías irte.
¿Puedo irme?
No me hagas enojar.
¿Puedo irme?
¿Puedo irme?
Por favor, por favor, por favor.
Por favor.
Por favor.
Por favor.
",Neutral,4557,Informal,14,2822,2022-11-16T22:36:01.211830Z,2022-11-16T22:36:01.211848Z,4.901
526,XGLM,Con unos,2.9,es,"Con unos pocos click, podrás acceder a más información. ¡Encuentra tu casa ideal!. Tus vecinos te lo agradecerán. Recibe alertas gratis en tu email.",Neutral,4647,Informal,14,2821,2022-11-16T22:35:55.562804Z,2022-11-16T22:35:55.562822Z,5.244
527,XGLM,Por su,7.5,es,"Por su parte, la Unión Europea y el Fondo Internacional para el Desarrollo Agrícola (FIDA, por sus siglas en inglés) anunciaron ayer una extensión de un año de las facilidades de crédito para la producción de alimentos.",Neutral,4776,Formal,14,2820,2022-11-16T22:35:49.487483Z,2022-11-16T22:35:49.487504Z,15.892
528,BLOOM,Por el,3.0,es,"Por el momento no hay pistas sobre el origen de este ataque, ya que no hay una fecha de lanzamiento definida, ni un video de demostración de la funcionalidad.
Se espera que los sistemas operativos móviles de Apple estén disponibles a finales de este año y que los sistemas operativos basados en Android a principios de 2020.
La investigación de la Comisión de Bolsa y Valores de Estados Unidos acerca de Apple por la supuesta manipulación de los precios de los productos en su App Store ha puesto al límite a la compañía.
Apple ha decidido publicar una actualización de su sistema operativo iOS 11.2 para poder reparar el bug que afecta a Safari y que hacía que los dispositivos se reiniciaran constantemente después de una actualización.
La actualización, lanzada el pasado día 17, ha sido presentada en",Neutral,4438,Formal,14,2819,2022-11-16T22:35:32.608048Z,2022-11-16T22:35:32.608069Z,10.199
529,XGLM,"Otra idea que se va a empezar a plasmar en realidad en Wikilibros es ""El",2.9,es," librero"", una especie de guía de las librerías y libreros de la ciudad. La idea es publicar, por ejemplo, la que tiene la librería de mi barrio, la que puede leer cualquier habitante de la ciudad.",Formal,4228,Formal,14,2818,2022-11-16T22:35:21.799849Z,2022-11-16T22:35:21.799864Z,6.125
530,BLOOM,"Esto es muy interesante, ya que me permite, entre otras cosas, ahorrar un montón de",3.0,es," dinero, si es que me funciona.
Si te interesa, te recomiendo que consultes el artículo en el que hemos analizado el software Avasight para conseguir la máxima productividad.
Si estás pensando en adquirir tu propio software de productividad, puedes leer mi artículo sobre los mejores programas de productividad para que te hagan ahorrar tiempo y dinero.",Formal,4084,Informal,14,2817,2022-11-16T22:35:15.029958Z,2022-11-16T22:35:15.029974Z,3.664
531,XGLM,"Como primer ejercicio, crear una base de datos nueva, con una tabla que contenga los",2.9,es," datos de la tabla de la prueba. El nombre de la tabla es “Test”. Al final del ejercicio es importante crear los campos requeridos para la prueba, que es el nombre de la prueba, el número de preguntas y el rango de respuestas. Al hacer esto, se obtiene la imagen de la tabla de la prueba.",Formal,4300,Formal,14,2816,2022-11-16T22:35:10.098405Z,2022-11-16T22:35:10.098428Z,86.269
532,XGLM,La integral de la función impulso es 0 si el tiempo t es menor que,7.5,es," la diferencia entre el impulso (impulso/tiempo) y el tiempo t, y si el impulso no varía en función del tiempo. Para hallar la derivada de la integral de la función impulso basta con añadir la relación entre los tiempos:",Formal,4350,Formal,14,2815,2022-11-16T22:33:42.403975Z,2022-11-16T22:33:42.403997Z,4.121
533,BLOOM,Por su,3.0,es,"Por su parte, las unidades de investigación de la Dirección Policial de Investigaciones y la Dirección General Antinarcóticos realizan constantes operativos en distintos sectores de la ciudad.
Una adolescente fue hallada muerta de varios balazos en el interior de su vivienda, ubicada en la calle 11 de Octubre, en el barrio El Arbolito, de la ciudad de Santa Tecla.
Esta es la segunda víctima en menos de una semana de este tipo de crímenes, después de que un joven de 21 años de edad fuera asesinado esta semana en el barrio El Campito, también en la capital.
El Observatorio Nacional de la Juventud en Honduras, ONJ, reportó que los menores de edad son más vulnerables en este tipo de casos, pues de acuerdo con un artículo publicado en la revista científica",Neutral,4476,Formal,14,2814,2022-11-16T22:33:37.482222Z,2022-11-16T22:33:37.482238Z,7.826
534,XGLM,"Una vez que ya está personalizada la carta, nos vamos a la Barra de Funciones,",2.9,es," donde tenemos tres posibilidades: Enviar, Rellenar y Copiar. Estas opciones se corresponden con los tres pasos que tenemos que seguir para enviar una carta:",Formal,4299,Informal,14,2813,2022-11-16T22:33:28.989099Z,2022-11-16T22:33:28.989123Z,31.521
535,XGLM,"Previamente, lo he tenido que crear desde la consola de comandos con mkdir basedatos, en",2.9,es,el directorio a continuación de este: /etc/apt/sources.list.d/apt-get: apt-get dist-upgrades xfce-panel-desktop,Formal,4289,Incohesive,14,2812,2022-11-16T22:32:56.835380Z,2022-11-16T22:32:56.835396Z,6.613
536,BLOOM,Las,3.0,es,"Las ursulinak ez dira beti urduritu. Pentsatzen dut, adibidez, itsasora igotzea. Hala ere, ez da hain erraza.",Neutral,4416,Incohesive,14,2811,2022-11-16T22:32:49.621013Z,2022-11-16T22:32:49.621026Z,2.369
537,XGLM,Todos los métodos en este libro son concernientes a encontrar la salida de un sistema,7.5,es," que es un proceso. Las soluciones al mismo no son un problema para la teoría de procesos, y son parte del fundamento de la misma. A diferencia de la teoría de sistemas, son procesos naturales.",Formal,4341,Formal,14,2810,2022-11-16T22:32:46.659669Z,2022-11-16T22:32:46.659684Z,5.329
538,BLOOM,Por el,7.1,es,"Por el momento, la propuesta está en la fase de consulta pública, por lo que se pueden presentar sugerencias a través de la web del Ministerio de Agricultura, Pesca y Alimentación.
La propuesta de la Agencia, que estará vigente hasta el 31 de diciembre de 2028, contempla las medidas de mitigación y adaptación al cambio climático en el sector agrícola con un horizonte temporal hasta el año 2030 y un esquema flexible que permita ir evolucionando con el tiempo.
Así, la nueva norma se divide en cuatro grandes bloques, que corresponden a las principales actuaciones que se pueden realizar en materia de cambio climático: mitigación, adaptación, desarrollo de las energías renovables y desarrollo de una agricultura competitiva.
En el caso de la mitigación del cambio climático, el documento recoge que la principal",Neutral,4535,Formal,14,2809,2022-11-16T22:32:40.668942Z,2022-11-16T22:32:40.668963Z,13.26
539,XGLM,Las,7.5,es,"Las AMPAs de los institutos de la Comunidad Valenciana, la Federación de Asociaciones de Madres y Padres de Alumnos (FAMPA) y representantes de los padres y madres de alumnos de las familias afectadas con las obras del IES Príncipe Felipe de Valencia, han convocado una concentración en el centro para el próximo miércoles 30 de enero a las 18:00 horas.",Neutral,4719,Formal,14,2808,2022-11-16T22:32:26.172483Z,2022-11-16T22:32:26.172526Z,9.784
540,BLOOM,Se ha,7.1,es,"Se ha creado una sección especial para traerte todas las mejores promociones y ofertas El Corte Inglés exclusivas para nuestros seguidores. Y no sólo para comprar en El Corte Inglés si no que también tendrás la opción de acceder a miles de ofertas promocionales de las mejores tiendas online de ESPAÑA seleccionadas para ti en un único lugar. Compra online en El Corte Inglés y disfruta de un gran ahorro usando los más variados Cupones descuento El Corte Inglés que te permitirán aplicar grandes descuentos en tus compras.
Nunca fue tan súper sencillo tener acceso a los mejores cupones de descuento. Te ofrecemos la mejor selección de ofertas y códigos promocionales El Corte Inglés, para ayudaros a conseguir los mejores ahorros y no sólo en dinero, sino también en tiempo que en estos",Neutral,4563,Informal,14,2807,2022-11-16T22:32:15.143417Z,2022-11-16T22:32:15.143445Z,11.884
541,BLOOM,"Tenemos hit por quilos, insuficiente, ¿quieres más? Bambinos. Cuando aparezco este vaina ya se va",3.0,es," a decir que yo los empecé a hacer, que yo los vi hacer. A mí me gusta que se diga como una verdad como una catedral, con la verdad: Los Bambinos hicieron que se escuchara el rap en Venezuela y ahora hay muchos que escuchan rap afuera de Venezuela. Y gracias a esa gente que hay afuera, el rap ha ganado más terreno, porque es una música que ha gustado mucho en el mundo. Nosotros nos metimos al rap porque no nos conformamos con todo ese mainstream que ya estaba hecho, que ya estaba establecido, que ya se había convertido en algo obsoleto, y decidimos crear una música nueva, porque hay mucha gente que quiere escuchar música fuera de los medios grandes y los mismos medios grandes no están haciendo ese",Informal,3853,Informal,14,2806,2022-11-16T22:32:02.538976Z,2022-11-16T22:32:02.538992Z,58.912
542,BLOOM,Por la,7.1,es,"Por la naturaleza de sus operaciones, el cliente deberá adoptar medidas prudenciales para evitar el acceso no autorizado a sus sistemas informáticos, al contenido de su información y a la información confidencial almacenada en sus sistemas, de manera que no le resulte posible causar daños a sus activos tangibles e intangibles. El cliente deberá adoptar medidas razonables para proteger sus sistemas informáticos y su equipo contra ataques no autorizados.
6.2 El cliente no podrá modificar, copiar, reproducir, duplicar, copiar, vender, revender, explotar comercialmente o utilizar para fines comerciales los productos suministrados. El cliente está obligado a entregar, a cualquier tercero para llevar a cabo las funciones descritas en la solicitud, los materiales proporcionados, y a transferir los derechos y licencias correspondientes de",Neutral,4502,Formal,14,2805,2022-11-16T22:31:02.984982Z,2022-11-16T22:31:02.985000Z,17.694
543,XGLM,La diferencia radica en que este chat te traduce automáticamente la expresión que has escrito,7.5,es," en la página de un chat de idiomas al idioma de los usuarios. Cuando un usuario empieza la conversación, la traducción aparecerá inmediatamente en su ventana.",Formal,4327,Formal,14,2804,2022-11-16T22:30:44.680001Z,2022-11-16T22:30:44.680022Z,6.286
544,XGLM,Las,7.5,es,"Las américas y el mundo (Spanish Edition).doc download → Leaving the Atocha Station: An.doc download → The Art of War (English Edition).doc download → On the Road, with Jack Kerouac (English Edition).doc download →",Neutral,4714,Incohesive,14,2803,2022-11-16T22:30:37.153167Z,2022-11-16T22:30:37.153186Z,7.743
545,XGLM,Se ha,2.9,es,"Se ha producido un error en este gadget. Los textos periodísticos de este blog están protegidos bajo una licencia de Creative Commons. Puedes utilizarlos, siempre que no modifiques nada y que cites la fuente.",Neutral,4664,Informal,14,2802,2022-11-16T22:30:28.766550Z,2022-11-16T22:30:28.766567Z,12.426
546,BLOOM,"Tú no necesitas ningun novio, buscate un psicologo no voy a ser yo, estoy cansao",7.1,es," de oir hablar de como tu me necesitas, que te mueres por mi, que si no estaria con este, que si el otro, que si el otro, ¿sabes que? el mundo no es tuyo, y que no tengo ningun problema en dejarte, eres tu la que viene a mi, y tu la que me necesitas, y tu la que me das vueltas a la cabeza, y tu la que me das la vuelta, y tu la que me das vueltas a la cabeza. no quiero verte, no me apetece en absoluto, te quiero lejos de mi, sin mi, para que nadie te vea, para que nadie te conozca, porque no quiero, porque no quiero, porque no puedo, porque no",Informal,3933,Informal,14,2801,2022-11-16T22:30:15.707556Z,2022-11-16T22:30:15.707572Z,4.291
547,BLOOM,"Haciendo eses con la base y los vasos llego ese o ese, el más chulo",3.0,es," de todos, el que más me gusta, el que se adapta a todo, el que es el que da el color y la alegría al espacio en el que lo pongas.",Informal,3861,Informal,14,2800,2022-11-16T22:30:10.223187Z,2022-11-16T22:30:10.223213Z,5.82
548,XGLM,Las,2.9,es,"Las damas eran las únicas que se animaban a dar un paso adelante. Las de la casa real inglesa, que eran más de los aburridos, tenían que estar en un lugar como el teatro para que los sirvientes no las molestaran o para que les dijeran lo que tenían que hacer.",Neutral,4614,Formal,14,2799,2022-11-16T22:30:03.268597Z,2022-11-16T22:30:03.268620Z,11.669
549,BLOOM,"También se cubren temas de transformaciones de señales, estas transformaciones son sólo matemáticas (conceptualmente se",3.0,es," pueden aplicar en muchos casos reales, pero hay que saber de matemáticas y utilizar ciertas herramientas para aplicarlas de manera correcta, por ejemplo, la transformada exponencial o la transformada de Fourier.",Formal,4057,Formal,14,2798,2022-11-16T22:29:50.917837Z,2022-11-16T22:29:50.917860Z,6.531
550,BLOOM,Se ha,3.0,es,"Se ha confirmado que el primer ministro israelí, Benjamín Netanyahu, y el presidente palestino Mahmud Abbás, participarán en la reunión de la semana próxima en Suiza de la Liga Árabe. Se espera que la principal prioridad en este encuentro sea el apoyo para la propuesta de la Liga Árabe, que pide que el gobierno israelí detenga inmediatamente la construcción de nuevos asentamientos.
La Liga de los Estados Árabes, que cuenta con unos 34 miembros, es un foro donde se tratan asuntos políticos y económicos. El presidente de la organización, el jeque Nasser Al-Baradei, afirmó ayer que el presidente palestino, Mahmoud Abbás, había sido invitado para que participe en la reunión del Grupo de los Ocho en Suiza.",Neutral,4465,Formal,14,2797,2022-11-16T22:29:43.173120Z,2022-11-16T22:29:43.173140Z,7.787
551,BLOOM,Por su,7.1,es,"Por su parte, Luis Miguel González, gerente de la Empresa de Telecomunicaciones de Honduras, manifestó que, una de las principales ventajas que ofrecerá este sistema es la posibilidad de monitorear la cantidad de energía que se utilice, y de esa manera no desperdiciar energía.",Neutral,4572,Formal,14,2796,2022-11-16T22:29:34.745833Z,2022-11-16T22:29:34.745850Z,22.22
552,XGLM,Los,7.5,es,"Los Angeles Film Festival 2012 is looking for a few brave souls to join their panel discussion with the brilliant Michael Winterbottom: “The future of film, what films we’re making (and whether they’ll be any good) and what filmmaking means in 2010.”",Neutral,4722,Incohesive,14,2795,2022-11-16T22:29:11.862752Z,2022-11-16T22:29:11.862769Z,4.342
553,BLOOM,Por el,3.0,es,"Por el momento, no existe una cura para la leucemia, pero los tratamientos pueden ayudar a mejorar las probabilidades de supervivencia. Los tratamientos para la leucemia pueden variar desde los medicamentos que se aplican directamente a los tumores, como quimioterapia, hasta los fármacos que se utilizan para bloquear el crecimiento de los tumores.",Neutral,4432,Formal,14,2794,2022-11-16T22:29:06.880346Z,2022-11-16T22:29:06.880367Z,7.639
554,XGLM,Para un,2.9,es,"Para unirte a nuestro grupo de amigos debes enviar un email a: contacto.ocioasturias@gmail.com indicando en el asunto: ""amigos de Ocio Asturias"".",Neutral,4689,Informal,14,2793,2022-11-16T22:28:58.681911Z,2022-11-16T22:28:58.681935Z,14.275
555,BLOOM,Por su,3.0,es,"Por su parte, el ministro de Obras Públicas, Milton Claros, dijo que ya se trabaja en la ejecución del proyecto, que tiene una inversión de $us 962 millones, de los cuales $us 285 millones son financiados por el Banco Interamericano de Desarrollo.",Neutral,4478,Formal,14,2792,2022-11-16T22:28:43.093554Z,2022-11-16T22:28:43.093571Z,2.458
556,BLOOM,"Su importancia en la tecnología es que, los computadores y microchips que son utilizados en",7.1,es," la actualidad, se basan en la tecnología de estos átomos. Por lo cual, su existencia es crucial para la tecnología digital y la informática.
Los átomos de carbono han sido una de las moléculas más estudiadas en el mundo. Actualmente se conocen muchas de sus propiedades físicas y químicas, las cuales pueden ser usadas para fabricar otros materiales.
Estos átomos se dividen en tres categorías: carbono 12, carbono 6 y carbono 14. El carbono 12 es el más abundante en la naturaleza, seguido por el carbono 6 y el carbono 14, que es el más raro y que se produce por la desintegración del átomo de carbono 12 en el interior de un reactor nuclear.
En la naturaleza encontramos los átomos de carbono en pequeñas cantidades, entre el 0,001%",Formal,4162,Formal,14,2791,2022-11-16T22:28:39.485279Z,2022-11-16T22:28:39.485304Z,9.045
557,BLOOM,"Quédate en casa, que yo voy a por ti: esta noche no te escapas. Podrás",7.1,es," usar la estrategia de las mentiras, la de la guerra sucia, la de la falta de respeto, la de la difamación, las amenazas, la manipulación, la falta de transparencia... pero tarde o temprano, la verdad saldrá a la luz. Porque tu credibilidad es escasa y tu falta de respeto insoportable.
No te olvides de que no estás en tu casa: eres un invitado. Si no te gusta el menú, lo tienes bien fácil: pides mesa para otro. Y si no tienes ganas de comer, hay una despensa a tu entera disposición.
El problema, querida señora, no es que no tengas las ideas claras con respecto a la Constitución. Tu problema es que eres una persona muy inflable.
El problema es",Informal,3978,Informal,14,2790,2022-11-16T22:28:29.400487Z,2022-11-16T22:28:29.400511Z,6.002
558,BLOOM,"Yo con un micro la lío, por cada porro que me lío imagino un universo",7.1,es," en peligro... Y por cada universo en peligro... Un puño y medio de patatas.
Y el tabaco que no se fume, me quedo con los arándanos, las fresas, los kiwis y las naranjas. Todos ellos tienen el mismo sistema de secreción de enzimas que el tabaco, con lo cual no te van a poder quitar el vicio, aunque te las tragas enteras.
Para muchos, la vida es un juego, y por tanto la muerte la eliminación de las reglas de ese juego. Pero para otros, la vida es un sueño, y la muerte es la eliminación de las sábanas y la almohada.",Informal,3972,Informal,14,2789,2022-11-16T22:28:22.755417Z,2022-11-16T22:28:22.755433Z,22.28
559,BLOOM,"Tú decides, tú decides que es mejor, ver pasar los días por tus ojos o",7.1,es," verlos con otros, para ti es mejor verlos pasar por tus ojos o verlos con otros, por eso decides dejar de verlos pasar por tus ojos y verlos con otros, porque para ti es mejor verlos pasar por tus ojos o verlos con otros, aunque no sepas si es mejor dejar de verlos pasar por tus ojos, o verlos con otros...""
Los primeros en llegar con las maletas, fueron su hermano y su madre, que llegó un poco más tarde, los demás llegaron con las maletas. Se miraron a los ojos, y él le dijo: -""Mamá, estoy aquí, en donde tú más quieres estar...""
Entonces se miró a los ojos a su hermano y le dijo:",Informal,3939,Informal,14,2788,2022-11-16T22:27:59.830263Z,2022-11-16T22:27:59.830279Z,1.649
560,XGLM,Para un,7.5,es,"Para un estudio en profundidad, lo mejor es consultar con un profesional de la salud. El diagnóstico a veces es de gran ayuda para lograr el tratamiento perfecto. De hecho, no hay una forma de prevenir la enfermedad, pero el tratamiento si.",Neutral,4787,Formal,14,2787,2022-11-16T22:27:57.567183Z,2022-11-16T22:27:57.567200Z,23.209
561,BLOOM,Se dice que un sistema lineal es invariante en el tiempo si un desplazamiento en,3.0,es," el tiempo de cualquier variable del sistema no altera en nada sus propiedades. Esta condición se cumple si, en cada instante, el sistema está en equilibrio dinámico, es decir, si no hay aceleración ni desaceleración.
Un sistema lineal es en equilibrio dinámico si: para cualquier desplazamiento en el tiempo del sistema, la ecuación de equilibrio es la misma, el sistema conserva su forma, etc.
Si la función que actúa sobre las variables x,y,z es un sistema lineal, entonces la aceleración o la desaceleración en el tiempo de cualquier variable no alteran las restantes, por lo que la condición de equilibrio está bien cumplida y, por tanto, el sistema está en equilibrio dinámico en todo momento.
El sistema lineal de ecuaciones lineal homogéneas",Formal,4067,Formal,14,2786,2022-11-16T22:27:33.147317Z,2022-11-16T22:27:33.147337Z,15.439
562,BLOOM,vale 0 en los valores negativos ya tenemos uno de los límites de integración y,7.1,es," si nos vamos a otra dirección, de signo contrario, tenemos el otro límite de integración.
Y con eso, ya tenemos el valor de la integral definida en un intervalo, en el caso que veíamos aquí la integral del seno de la función seno aquí entre 0 y pi dividido entre pi.
Entonces, el valor de esta integral definida es igual a 1, el valor de la integral entre 0 y pi dividido entre pi.
Ahí me va a quedar claro, porque lo que tenemos es la integral entre 0 y pi dividido entre pi, y bueno, ahí podemos hacer uso de la fórmula de la integral de Euler.
La fórmula de la integral de Euler está representada aquí, entonces, el valor de esta integral es igual a 1, dividido entre pi.",Formal,4172,Informal,14,2785,2022-11-16T22:27:17.086694Z,2022-11-16T22:27:17.086715Z,48.698
563,XGLM,Para un,2.9,es,"Para unir estas dos realidades, se realiza una gestión transparente en la que se tiene un interés común por las personas y por el buen gobierno, es decir, la mejora de la calidad de vida de la ciudadanía.",Neutral,4685,Formal,14,2784,2022-11-16T22:26:27.230524Z,2022-11-16T22:26:27.230542Z,4.192
564,XGLM,De una,7.5,es,"De una parte, el gobierno de la Unión Europea, se enfrenta a una situación nueva, que no se había vivido nunca hasta ahora, y en la que el principio de precaución no está en la base de los acuerdos para limitar las emisiones de gases de efecto invernadero.",Neutral,4794,Formal,14,2783,2022-11-16T22:26:21.578181Z,2022-11-16T22:26:21.578198Z,5.187
565,XGLM,Por la,7.5,es,"Por la mañana, la jornada de trabajo de los diputados se prolongó con la instalación de comisiones para discutir proyectos de ley. Entre los más importantes, estuvo el de ordenamiento territorial que presentó la diputada Laura Alonso, que contempla la unión de dos comunas en un territorio único como lo fue el valle de Azapa y el valle Grande, que será denominado Atacama. El proyecto fue aprobado por unanimidad.",Neutral,4705,Formal,14,2782,2022-11-16T22:26:15.775087Z,2022-11-16T22:26:15.775102Z,5.622
566,XGLM,"Una señal discreta en la naturaleza podría ser el pulso cardíaco, el rebotar de una",2.9,es," roca en el agua y la luz que se filtra por una puerta. Aunque estos datos sean tan pequeños, pueden indicar el origen de un pulso cardíaco que sigue un ritmo acelerado.",Formal,4263,Formal,14,2781,2022-11-16T22:26:09.564725Z,2022-11-16T22:26:09.564741Z,11.177
567,BLOOM,Se ha,3.0,es,"Se ha publicado en el BOE el Real Decreto-ley 6/2019, de 1 de marzo, de medidas urgentes para garantía de la igualdad de trato y de oportunidades entre mujeres y hombres en el empleo y la ocupación. Si lo desea puede descargarse el texto íntegro del Real Decreto-ley aquí. El texto completo del Real Decreto-ley será publicado en el BOE de mañana, miércoles 2 de marzo.
El Real Decreto-ley 6/2019, de 1 de marzo, de medidas urgentes para garantía de la igualdad de trato y de oportunidades entre mujeres y hombres en el empleo y la ocupación, aprobado por Real Decreto-ley 3/2019, de 1 de marzo, incorpora el siguiente contenido:
– En materia de igualdad efectiva de mujeres y hombres en",Neutral,4469,Formal,14,2780,2022-11-16T22:25:57.415768Z,2022-11-16T22:25:57.415801Z,19.806
568,XGLM,Por su,7.5,es,"Por su parte, el senador José María Leyva consideró que existe un “enorme riesgo de que continúe el maltrato a la prensa”. A su juicio, el gremio periodístico no puede “abandonar” a los ciudadanos.",Neutral,4779,Formal,14,2779,2022-11-16T22:25:36.957036Z,2022-11-16T22:25:36.957056Z,4.63
569,BLOOM,Por el,7.1,es,"Por el contrario, el director general de la Organización Mundial de la Salud, Tedros Adhanom Ghebreyesus, aclaró que la situación en el país norteamericano no es alarmante por el momento.
En su momento, Estados Unidos fue el país más afectado por la pandemia de COVID-19, por delante incluso de China, que fue el primer lugar en donde se identificó el virus.
Estados Unidos registró más de 2.5 millones de contagiados y más de 122,000 muertes por la pandemia de COVID-19, según datos oficiales.
La pandemia ha afectado a más de 191 países y a más de 5.9 millones de personas, con unos 713,000 decesos, según las cifras de la Johns Hopkins University.",Neutral,4536,Formal,14,2778,2022-11-16T22:25:31.274001Z,2022-11-16T22:25:31.274031Z,26.965
570,BLOOM,Para un,7.1,es,"Para un uso óptimo, no olvide llevar una bolsa de transporte y también el manual de instrucciones.
A la hora de comprar un casco, lo que debemos tener en cuenta es que es un objeto personal que debe de adaptarse a nuestras necesidades. En ese sentido, a la hora de elegir un casco, lo que nos interesa es tener en cuenta las características del mismo. En este sentido, los cascos se pueden clasificar en dos grandes grupos: los modelos para conducción en ciudad y los modelos para conducción en carretera. Pero también podemos clasificar los cascos en función de otros aspectos como la funcionalidad, el diseño, el uso, etc. En cuanto al uso, los cascos se dividen en 3 grandes grupos: cascos de ciclismo, cascos para motos",Neutral,4587,Formal,14,2777,2022-11-16T22:25:03.563996Z,2022-11-16T22:25:03.564014Z,16.169
571,BLOOM,"Dile que tú eres mía, mía, Tú sabes que eres mía, mía, Tú misma lo",7.1,es," dijiste, y Tú lo sabes, Tú... mírame a los ojos. Y dile que si la otra persona, y otra persona en otro lugar, no eres tú, y que la otra persona no pertenece a ti, no le perteneces, que Tú eres la única dueña de tu cuerpo, tu mente y tu corazón, y que sólo a Ti corresponde decidir si quieres a esa otra persona o no la quieres. Y yo le diré que se olvide de esa persona, de ese hombre, de ese hombre, de ese hombre, de ese hombre, de ese hombre, de ese hombre, de ese hombre, de ese hombre, de ese hombre, de ese hombre, de ese hombre, de ese hombre, de ese hombre, de",Informal,3990,Informal,14,2775,2022-11-16T22:24:12.748164Z,2022-11-16T22:24:12.748181Z,1.347
572,BLOOM,De una,3.0,es,"De una vez por todas vamos a ser los únicos consumidores de la energía que produce el gas, pero a cambio de ello también vamos a ser los únicos responsables del problema y de las consecuencias que va a tener para el planeta, una vez que se produzca el cambio.",Neutral,4495,Formal,14,2774,2022-11-16T22:24:10.239927Z,2022-11-16T22:24:10.239949Z,8.86
573,BLOOM,Con unos,3.0,es,"Con unos niveles de actividad y de calidad del aire que van a continuar siendo muy bajos, el gobierno de Madrid va a establecer, como ya se había anunciado, medidas muy restrictivas para el próximo fin de semana, de forma que la ciudadanía madrileña podrá disfrutar del aire libre con total seguridad. En concreto, se establecen las siguientes restricciones:
- Durante el fin de semana del 10 al 12 de septiembre, el horario de cierre al tráfico de la M-30 y M-40 entre la A-4 y la A-6 es a partir de las 20:00 horas. Además, los vehículos que circulen por dichas carreteras podrán hacerlo hasta las 00:30 horas.
- Durante el fin de semana del 11 al 13 de septiembre, el horario de cierre al tráfico de la M-30 y",Neutral,4442,Formal,14,2773,2022-11-16T22:24:00.178317Z,2022-11-16T22:24:00.178340Z,9.913
574,BLOOM,"Bueno, a ver… Se trata de que cuentes tu movida, ¿vale? Aquí no… no tenemos",7.1,es," espacio para el drama.
Si te ha gustado, sigue así. Si no te ha gustado, pues vuelve a intentarlo. Te he tenido por ahí, esperando, esperando, esperando. A ver… ¿te has pasado o no te has pasado? ¿te has pasado o no te has pasado? ¿Te has pasado o no te has pasado?",Informal,3913,Informal,14,2772,2022-11-16T22:23:49.605417Z,2022-11-16T22:23:49.605433Z,10.19
