,Unnamed: 0,model,prompt,size(B),language,prediction,prompt_formality,id,formality,annotator,annotation_id,created_at,updated_at,lead_time
594,594,XGLM,শুভ Bijayaর (Happy Vijaya Dashmi ) প্রীতি শুভেচ্ছা ও আন্তরিক অভিনন্দন..,2.9,bn,শুভ জয়ীতা দিবসের শুভেচ্ছা.. সকলের কাছে শুভ জয়ীতা দিবসের প্রাণঢালা শুভেচ্ছা ও আন্তরিক অভিনন্দন..,Informal,6645,Informal,13,1635,2022-11-06T18:13:32.692145Z,2022-11-06T18:13:32.692163Z,1.482
595,595,XGLM,Hi friends GOOD MORNING কে কে আমার মত ঘুম উঠে fb গুতাগুতি করতেছ . . ...............সাড়া দাও,2.9,bn,Hi friends GOOD MORNING কে কে আমার মত ঘুম উঠে fb গুতাগুতি করতেছ.................সাড়া দাও তো....................................শুভ কামনা রইল.......................................................................................................................................................... আজকে আমার একটি আস্ফালন ও দিচ্ছি...............................................................................................,Informal,6644,Informal,13,1634,2022-11-06T18:13:30.007791Z,2022-11-06T18:13:30.007809Z,1.744
596,596,XGLM,আজ ৮ই ডিসেম্বর কুমিল্লা মুক্ত দিবস । ১৯৭১ সালের এই দিনে পাক হায়েনা মুক্ত হয় আমাদের কুমিল্লা :),2.9,bn,আজ ৮ই ডিসেম্বর কুমিল্লা মুক্ত দিবস । ১৯৭১ সালের এই দিনে পাক হায়েনা মুক্ত হয় আমাদের কুমিল্লা :) #bengalukotaun #bengalukotaunfestival #bengalukotaunbengalifestival #bengalukotaunbd #bengalukotaunbangladesh #bengalukotaunbdfc #bengalukotaunbdfanclub,Informal,6643,Informal,13,1633,2022-11-06T18:13:26.068980Z,2022-11-06T18:13:26.068999Z,3.75
597,597,XGLM,গাজী তুই এইটা কী করলি? ম্যান অব দ্য ম্যাচ! মেইডেন সেঞ্চুরীর পর প্রথম বাংলাদেশী হিসেবে টেস্টে হ্যাটট্রিকসহ ৬ উইকেট! :D,2.9,bn,:D :D :D :D (বিস্ময়কণ্ঠনেতা ঝড়) :D :D :D :D :D :D :D :D,Informal,6642,Incohesive,13,1632,2022-11-06T18:13:20.835659Z,2022-11-06T18:13:20.835683Z,5.401
598,598,XGLM,Pls like this page অভিমানী ভালবাসা।।Sensitive Love,2.9,bn,Story।।।।Love Story।।।।।। ।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।,Informal,6641,Incohesive,13,1631,2022-11-06T18:13:14.398632Z,2022-11-06T18:13:14.398650Z,4.23
599,599,XGLM,লাষ্ট অফার পাইছি #পারসোনায় ১২% ছাড়(বোথ ফর পুরুষ এন্ড মহিলা).:P #gp #star.:D,2.9,bn,লাষ্ট অফার পাইছি #পারসোনায় ১২% ছাড়(বোথ ফর পুরুষ এন্ড মহিলা).:P #gp #star.:D #gponk #gp #loveshopping_gponk_loveshopping ❤️😍😊☺ #gpshop #gponkshop #loveshopping #loveshopping_gponk_loveshopping #shoping #shopping #shoppinggirl #shoppingbag #shoppingtime #shoppingtime #shoppingbag #shoppingtime #shoppingbags #shoppingbags  #shoppingbag_gponk #shoppingbags #shoppingbag 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,Informal,6640,Informal,13,1630,2022-11-06T18:13:09.177713Z,2022-11-06T18:13:09.177728Z,1.869
600,600,XGLM,"What a match..!!!! Great Job Tigers, well played!!!! Carry on!!! জয় পাইলাম না তো কি হইছে ?? এই ম্যাচে এমন কিছু...",2.9,bn,"What a match..!!!! Great Job Tigers, well played!!!! Carry on!!! জয় পাইলাম না তো কি হইছে?? এই ম্যাচে এমন কিছু... fb.me/1B0CrVXg5 4 days ago retweeted via chandamamala1 2 days ago Follow @chandamamala",Informal,6639,Informal,13,1629,2022-11-06T18:13:06.330457Z,2022-11-06T18:13:06.330474Z,1.702
601,601,XGLM,"yes yes !!!!!! :D এই রকম উইকেট এ হেট টিক !!!! ,<3 GAZI <3",2.9,bn,"yes yes!!!!!! :D এই রকম উইকেট এ হেট টিক!!!!,<3 GAZI <3 :D:D:D:D:D:D:D:D:D :p:D:p:D :p:D :p",Informal,6638,Informal,13,1628,2022-11-06T18:13:03.630046Z,2022-11-06T18:13:03.630062Z,1.326
602,602,XGLM,গাজী কিউই দের কি মনে করছে ... :P,2.9,bn,গাজী কিউই দের কি মনে করছে... :P :P :P :P :P...........বাংগাল কতোদিন এই দোকানে থাকব 😛😛 😛 😛 😛 😛,Informal,6637,Informal,13,1627,2022-11-06T18:13:01.317798Z,2022-11-06T18:13:01.317821Z,1.323
603,603,XGLM,গাজীর ভক্ত হয়ে গেলাম। :) এই টেস্টের পর আমি টেলিভিশন ছাড়লেও গাজী টিভি ছাড়া কিছু দেখব না। বাসাই গাজী ট্যাংক ইউজ...,2.9,bn,গাজীর ভক্ত হয়ে গেলাম। :) এই টেস্টের পর আমি টেলিভিশন ছাড়লেও গাজী টিভি ছাড়া কিছু দেখব না। বাসাই গাজী ট্যাংক ইউজ...অনেক দিন পর পর আমার টিভিতে ওঠার কথা। :( 🏻 ️🏻 ️🏻 ️,Informal,6636,Informal,13,1626,2022-11-06T18:12:57.834731Z,2022-11-06T18:12:57.834748Z,1.52
604,604,XGLM,সা . .. লা :|] মনে হচ্ছে কেউ আমাকে ভ্যাকুয়ামের ভিতরে আটকে রেখেছে :(,2.9,bn,সা... লা :|] মনে হচ্ছে কেউ আমাকে ভ্যাকুয়ামের ভিতরে আটকে রেখেছে :( :b :b :b :b :b. ::) :D :D :D :D :D :D :D :D :D :D.,Informal,6635,Informal,13,1625,2022-11-06T18:12:55.274977Z,2022-11-06T18:12:55.274993Z,1.504
605,605,XGLM,রোনালদোতেই খুশি আনচেলত্তি #HalaMadrid …,2.9,bn,রোনালদোতেই খুশি আনচেলত্তি #HalaMadrid...... #মেক্সিকো #নেদারল্যান্ডের বিরুদ্ধে খেলতে যাওয়া...... #জিএফইউ_সিরিজের আগে দলের ভবিষ্যৎ নিয়ে আলোচনা হয়।......,Informal,6634,Informal,13,1624,2022-11-06T18:12:52.383402Z,2022-11-06T18:12:52.383419Z,1.438
606,606,XGLM,তোমায় ছুলে শরীর জুড়ে শিউলি ফুটে ওঠে ভালবাসার মুক্ত ডানা ছোঁয়ালে এই ঠোঁটে <3 Good Morning folks :),2.9,bn,তোমায় ছুলে শরীর জুড়ে শিউলি ফুটে ওঠে ভালবাসার মুক্ত ডানা ছোঁয়ালে এই ঠোঁটে <3 Good Morning folks :) :) :D :) :D :D :) :) :) :) :) :) :) :) :) :D :) :) :) :) :) :) :) :D :D :D :D :D :D :D :D :D,Informal,6633,Informal,13,1623,2022-11-06T18:12:48.366917Z,2022-11-06T18:12:48.366933Z,1.433
607,607,XGLM,কথাটা কিন্তু সত্য :) :) :) . . . নির,2.9,bn,"কথাটা কিন্তু সত্য :) :) :)... নিরক্ষের থেকে গতি বাড়ানোটাই এখন বড় চ্যালেঞ্জ। আমি জানি এই মুহূর্তে আমি তেমন কিছু করিনি। আমি কিছু করতে চাই, কিন্তু আমার জন্য এখনো শুরু করাও একটু কঠিনই বটে! অনেকটা আমার মস্তিষ্ক খালি আছে!",Informal,6632,Informal,13,1622,2022-11-06T18:12:45.207113Z,2022-11-06T18:12:45.207131Z,1.694
608,608,XGLM,শুভ মধ্যাহ্ন সবাইকে :),2.9,bn,আজকে আমি বলব কিভাবে CMD তে কিছু একটা বাড়িয়ে ফেলতে পারবেন। যা আমাদের কাজে লাগবে। যাকে আমরা বলে CMD Booster।,Informal,6631,Informal,13,1621,2022-11-06T18:12:42.420297Z,2022-11-06T18:12:42.420314Z,2.161
609,609,XGLM,অবকাশ যাপনে এখন ঢাকার বাইরে :D - :o feeling উ,2.9,bn,"ন্মাদ হইলাম, কতবার ঘুরব, কতবার যাব। :joy: :joy: :joy: :) :) :) :D :joy:",Informal,6630,Informal,13,1620,2022-11-06T18:12:38.924483Z,2022-11-06T18:12:38.924505Z,2.134
610,610,XGLM,হা হা হা...বোর হওয়ার থেকে কেউরে বোকা বানানো ভাল :D,2.9,bn,হা হা হা... :):):) :p :D হাহাহাহা...তাইলে রাইখাইবেন...হুঁ। :):):),Informal,6629,Informal,13,1619,2022-11-06T18:12:35.218253Z,2022-11-06T18:12:35.218270Z,2.232
611,611,XGLM,আমি তোমাকে ভালবাসি :) :) --> @shreyaghoshal,2.9,bn,... 8 hours ago / reply / retweet / favorite_retweet #Retweets #RetweetLove #Retweet #Love #RetweetLove #RetweetLove #RetweetLove #RetweetLove #RetweetLove #RetweetLove #RetweetLove #RetweetLove #RetweetLove #RetweetLove #RetweetLove,Informal,6628,Incohesive,13,1618,2022-11-06T18:12:30.837972Z,2022-11-06T18:12:30.837989Z,4.099
612,612,XGLM,epic মুভিটা আসলেই epic...:-),2.9,bn,। সিজন থ্রি থেকে থ্রি ফোর্স মুভির একটা গেইম ছিল। এটাও এতে অন্তর্ভুক্ত করা হয়েছে। আর কিছু বলতেও ইচ্ছে করেনা।,Informal,6627,Informal,13,1617,2022-11-06T18:12:25.597757Z,2022-11-06T18:12:25.597780Z,296.738
613,613,XGLM,"অনন্ত জলিল বাল , আর হিন্দি নায়কদের অবাস্তব জিনিসও ভালা। টিপিকাল বাঙ্গালী :(",2.9,bn,"অনন্ত জলিল বাল, আর হিন্দি নায়কদের অবাস্তব জিনিসও ভালা। টিপিকাল বাঙ্গালী :((... Read more Bangla Movie Video Song Mp3 Download (Video) » Read More » Bangla Movie Video Song Mp3 Download (Audio) » Read More » Bangla Movie Song _ Aabar Niye Joto _ Shakib Khan, Srabanti _ T-Series _ 2018",Informal,6626,Informal,13,1616,2022-11-06T18:07:24.815256Z,2022-11-06T18:07:24.815274Z,3.845
614,614,XGLM,Whats the best thing that happened to you today? — Rebirth of Sound box এতদিন যাতনা চাপিয়া যন্ত্রণায় ছিলাম :P,2.9,bn,Whats the best thing that happened to you today? — Rebirth of Sound box এতদিন যাতনা চাপিয়া যন্ত্রণায় ছিলাম :P :P :P আমার জীবনে ঘটে যাওয়া যত বড়ো অঘটন... :P :P :P :P :P :P :P :P :P :P,Informal,6624,Informal,13,1614,2022-11-06T18:07:10.383413Z,2022-11-06T18:07:10.383430Z,2.565
615,615,XGLM,আমাদের চিরচেনা মীর @We_Love_Mir ভাই। s://www.facebook.com/photo.php?fbid=1395641957346808&set=a.1395641650680172.1073741836.100007030509894&type=3&l=305fe55faf&permPage=1 …,2.9,bn,"আমাদের চিরচেনা মীর @We_Love_Mir ভাই। s://www.facebook.com/photo.php?fbid=1395641957346808&set=a.1395641650680172.1073741836.100007030509894&type=3&l=305fe55faf&permPage=1... আশা করছি এই লেখা পড়লে সবাই একটু বেশি আবেগে ধুয়ে মুছে দেবেন।... আমি চাই... যা করার করুন, তা যেন সফল হয়। আমাদের মীর ভাইয়ের জন্য আমি অনেক শুভেচ্ছা জানিয়ে শেষ করছি।",Informal,6623,Informal,13,1613,2022-11-06T18:07:04.886498Z,2022-11-06T18:07:04.886515Z,2.021
616,616,XGLM,যন্ত্রনাময় যান্ত্রিক জীবনটা আর ভালো লাগেনা ..... :-(,2.9,bn,যন্ত্রনাময় যান্ত্রিক জীবনটা আর ভালো লাগেনা..... :-( :-( :-( :-( :-( :-( :-( :-( :-( :-( :P :P :P :P :P :P :P :P :P :P :P :P,Informal,6622,Informal,13,1612,2022-11-06T18:07:01.468183Z,2022-11-06T18:07:01.468200Z,7.214
617,617,XGLM,শুভ সকাল বন্ধুরা !!! সুন্দর হোক তোমার আজকের দিনটা..... :),2.9,bn,শুভ সকাল বন্ধুরা!!! সুন্দর হোক তোমার আজকের দিনটা..... :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :),Informal,6621,Informal,13,1611,2022-11-06T18:06:52.979529Z,2022-11-06T18:06:52.979553Z,3.829
618,618,XGLM,Really??!! একাত্তর টিভির পক্ষে সবই সম্ভব!,2.9,bn,:P:P:P:P:P:P:P:P:P:P:P:P:P:P:P,Informal,6620,Incohesive,13,1610,2022-11-06T18:06:47.709348Z,2022-11-06T18:06:47.709365Z,5.603
619,619,XGLM,Sunnah... its not a choice! Its a Must! <3 ••► সাহাবাগন সে সমস্ত কাজ গভীর আবেগ আর ভালোবাসা নিয়ে করেতেন যা কিছু...,2.9,bn,Sunnah... its not a choice! Its a Must! <3 ••► সাহাবাগন সে সমস্ত কাজ গভীর আবেগ আর ভালোবাসা নিয়ে করেতেন যা কিছু... - https://t.co/h3gH7G8JX3 ••► সূরা ফাতেহা তে আল্লাহ্...,Informal,6619,Informal,13,1609,2022-11-06T18:06:40.637304Z,2022-11-06T18:06:40.637321Z,3.921
620,620,XGLM,"গতকাল থেকে অডিও, ভিডিও মিলিয়ে জেমস এর নতুন গানটি প্রায় ৩০/৪০ বার শুনা হয়ে গেছে!! :)",2.9,bn,"গতকাল থেকে অডিও, ভিডিও মিলিয়ে জেমস এর নতুন গানটি প্রায় ৩০/৪০ বার শুনা হয়ে গেছে!! :) এবার আসুন গানটির ব্যাক লিরিক্স নিয়ে কথা বলার চেষ্টা করি।...Read more »»»»»»»»»»",Informal,6618,Informal,13,1608,2022-11-06T18:06:33.577837Z,2022-11-06T18:06:33.577858Z,2.499
621,621,XGLM,"লগইন এর বাংলা করেছে ""সদর দরজা"", বেশ ভালো লাগলো! বেশ ভালো লাগলো! :D",2.9,bn," - সাহেব, (আসা করি না দেখবেন) _ টেকএলার্মবিডি।সবচেয়ে বড় বাংলা টিউটোরিয়াল এবং ব্লগ",Informal,6617,Informal,13,1607,2022-11-06T18:06:29.676409Z,2022-11-06T18:06:29.676433Z,2.803
622,622,XGLM,"বল বীর, বল চির উন্নত মম শির, শির নেহারি নত শির ওই শিখর হিমাদ্রির. - কবি কাজী নজরুল ইসলাম #SRK_JAN <3",2.9,bn,<3 <3 #HappyBihari #MohanaSukherjee #PushkarSukherjee #BhushanBabu #SRK #MohanaSukherjee #HappyJanmashtami #HappyMohanaSukherjee,Informal,6616,Incohesive,13,1606,2022-11-06T18:06:25.089543Z,2022-11-06T18:06:25.089568Z,6.533
623,623,XGLM,সবাইকে ঈদ মোবারক :) দিনটা সকলের আপনজনের সাথে অনেক ভালো কাটুক এই কামনা করি :) feeling সবাই উইশ করে তাই আমিও করি :P :D,2.9,bn,পোষ্টের লিংক দিয়ে দিচ্ছি :p :P :P :) :) :) :) :p :D :) :) :) :) :p :p :) :) :) :) :) :) :) :) :),Informal,6615,Informal,13,1605,2022-11-06T18:06:16.719811Z,2022-11-06T18:06:16.719838Z,1.984
624,624,XGLM,কালকে থেকে আবার পড়া শুরু করবো । such feeling excited... Study i am come in ur home .... :) after exam,2.9,bn,কালকে থেকে আবার পড়া শুরু করবো । such feeling excited... Study i am come in ur home.... :) after exam i will continue study in my laptop.. thank u... :) I will give u my email address.... :) thank u so much.. :) :),Informal,6614,Informal,13,1604,2022-11-06T18:06:13.290015Z,2022-11-06T18:06:13.290032Z,4.046
625,625,XGLM,চট্টগ্রামে এ পজিটিভ ব্লাড চেয়ে একটা পোষ্ট দিছিলাম একটু আগে।ব্লাড ম্যানেজ হয়ে গেছে।সবাইকে ধন্যবাদ :),2.9,bn,:):) :joy::joy::joy::joy::joy::joy::joy::joy::joy::joy::joy::joy,Informal,6613,Informal,13,1603,2022-11-06T18:06:05.368805Z,2022-11-06T18:06:05.368822Z,9.744
626,626,XGLM,ক্যারে...পেইজে লাইক দেস না ক্যারে ? ॥॥ সিকান্দার বক্স এখন ফেইজবুকে ॥। <3 সিকান্দার বক্স <3 <3 সিকান্দার...,2.9,bn,"ক্যারে...পেইজে লাইক দেস না ক্যারে? ॥॥ সিকান্দার বক্স এখন ফেইজবুকে ॥। <3 সিকান্দার বক্স <3 <3 সিকান্দার... fb.me/1m1gWl9s3 1 year ago. 6 days ago. 1,200 notes. Follow @khij_kobita",Informal,6612,Informal,13,1602,2022-11-06T18:05:54.593493Z,2022-11-06T18:05:54.593512Z,4.944
627,627,XGLM,"অনেক দামী পাঞ্জাবি :P. থুক্কু, মূল্যবান পাঞ্... -",2.9,bn,রক্তের ঝরা পাতা বলেছেন... [Read More...] about হরপ্রসাদ শাস্ত্রীর “উচ্চাশা” বইয়ের রিভিউ,Informal,6611,Informal,13,1601,2022-11-06T18:05:47.789223Z,2022-11-06T18:05:47.789246Z,2.462
628,628,XGLM,@jeet30 ঈদ মুবারক & শুভ রাত্রি JeeT :-),2.9,bn,:) ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥,Informal,6610,Incohesive,13,1600,2022-11-06T18:05:43.968689Z,2022-11-06T18:05:43.968706Z,2.516
629,629,XGLM,"আজকের মত বিদায় নিচ্ছি সব বন্ধুর কাছ থেকে… বেঁচে থাকলে কাল আবার দেখা হবে, কথা হবে….... good night my sweet frndzzzzzzzzzzzzzzzz♥♡",2.9,bn,"আজকের মত বিদায় নিচ্ছি সব বন্ধুর কাছ থেকে... বেঁচে থাকলে কাল আবার দেখা হবে, কথা হবে....... good night my sweet frndzzzzzzzzzzzzzzzz♥♡♥♡♥♡♥♡♥♡♥♡♥♡♥♡♥♡♥♡♥♡♥♡♥♡♥♡♥♡♥♡♥♡♥♡♥♡♥♡♥♡♥♡♥♡♥♡♥♡♥♡♥♡♥♡♥",Informal,6609,Informal,13,1599,2022-11-06T18:05:40.435247Z,2022-11-06T18:05:40.435264Z,3.102
630,630,XGLM,তামিম /আয়েশা তাদের ২ জন কে শুন্তে কান পাতুন এখন ঢাকা এফ এম ৯০.৪ এ ! আশাকরি কেউ মিস করবেন না !! Join- ? We love Bangladesh cricket team,2.9,bn,তামিম /আয়েশা তাদের ২ জন কে শুন্তে কান পাতুন এখন ঢাকা এফ এম ৯০.৪ এ! আশাকরি কেউ মিস করবেন না!! Join-? We love Bangladesh cricket team!!! #BangladeshiAbhilash #Cricket #Thokur #Shoaib #Abhilash #Dabna #Shoaib #Bangladesh #bangladeshi #love #follow #instagram #tommy #Shoaib #Abhilash #Thokur #Love #Tommy #Shoaib #Shoaib #love #Tommy,Informal,6608,Informal,13,1598,2022-11-06T18:05:36.174226Z,2022-11-06T18:05:36.174243Z,1.514
631,631,XGLM,দেওবৰীয়া সুপ্ৰভাত ৰাইজ :-),2.9,bn,দেওবৰীয়া সুপ্ৰভাত ৰাইজ :-) :-) আশা করি পাহাড়ী পাহাড়ী পথের মধ্যে এই পথটি অতি শীঘ্রই খুজে পাবেন।আমরাও মিলে পাহাড়ে চড়ে যেতে পারবো।,Informal,6607,Informal,13,1597,2022-11-06T18:05:33.606038Z,2022-11-06T18:05:33.606054Z,3.368
632,632,XGLM,বাড়ি ফিরছি ^_^ আবারো যাচ্ছি ফিরে.... আপন ঠিকানা চিত্রানদীর তীরে........ :D খোদাহাফেজ ঢাকা শহর 8),2.9,bn,বাড়ি ফিরছি ^_^ আবারো যাচ্ছি ফিরে.... আপন ঠিকানা চিত্রানদীর তীরে........ :D খোদাহাফেজ ঢাকা শহর 8) :D হাম্বা জোহরের রাতে কবে শান্ত-কষ্টের মাঝে এভাবেই শুভ দিনে চোখ বুজে কতকিছু বলে চলে যে আমি! :D :D :D,Informal,6606,Informal,13,1596,2022-11-06T18:05:29.005563Z,2022-11-06T18:05:29.005582Z,2.28
633,633,XGLM,এর নামই #ফাকিস্তান!!! #Fuck Pakistan জয় বাংলা! :D,2.9,bn,এর নামই #ফাকিস্তান!!! #Fuck Pakistan জয় বাংলা! :D :D :D :D :D :D :D :D :D :D :D :D :D :D :D :D :D,Informal,6605,Informal,13,1595,2022-11-06T18:05:25.244964Z,2022-11-06T18:05:25.244980Z,1.669
634,634,XGLM,কবে যাবো ফিরে :(,2.9,bn,(.আচ্ছা একটু অন্য কোন সীটের কথা চিন্তা করেন!আর রমাপদের প্রতি আমিও বিদ্রোহ করছি...,Informal,6604,Informal,13,1594,2022-11-06T18:05:22.535101Z,2022-11-06T18:05:22.535126Z,1.948
635,635,XGLM,সোহাগ গাজি ময় হোমপেজ এখানে সেখানে আইডি-পেজ-গ্রুপ সবখানে গাজি আর গাজি সবাই সমানতালে গাজি গাজি গাজি সোল্লাসে মেতে উঠেছে :) এমনকি আমিও :P,2.9,bn,সোহাগ গাজি ময় হোমপেজ এখানে সেখানে আইডি-পেজ-গ্রুপ সবখানে গাজি আর গাজি সবাই সমানতালে গাজি গাজি গাজি সোল্লাসে মেতে উঠেছে :) এমনকি আমিও :P :P :P. :P.:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::,Informal,6603,Informal,13,1593,2022-11-06T18:05:19.273522Z,2022-11-06T18:05:19.273538Z,2.613
636,636,XGLM,বড় ভাইদের সাথে দাড়িয়ে খেতে সেইরাম মজা :-) :-),2.9,bn,বড় ভাইদের সাথে দাড়িয়ে খেতে সেইরাম মজা :-) :-) :-) :-) :-) #বাবাকেবলা #ভাইরাতোমারাই #রান্না #রংপুর #রংপুরদেশ #ঈদ #ঈদেররান্না #রান্নাপন্না,Informal,6602,Informal,13,1592,2022-11-06T18:05:15.495697Z,2022-11-06T18:05:15.495720Z,84.655
637,637,BLOOM,"শুভ সন্ধ্যা :))
",7.1,bn,"বাছা আমার বিয়ের পর, প্রথম কদিন, একটা মজার অনুভূতি থেকে যায়.. কি বলবো.. শুধু এতটুকুই বলবো - তুমি আমার, এই পৃথিবী তোমাকে যতদিন পাবে, তুমি আমার
- এই প্রথম, তোমাকে বললাম, তুমি আমার.. আর একটা কথা বলবো, আমি তোমায় ভালবাসি, তুমি আমার, তোমাকে আমি সবসময় মনে রাখবো.. আমি তোমায় ভালবাসি!
- আমার কথা ভুলো না, আমি তোমার, আমি আর কখনোই তোমায় আলাদা করবো না.. আর আমাদের এই সম্পর্ক যেন তোমার মাঝে শুধু ভালোলাগায় সীমাবদ্ধ না থাকে..
- আমি শুধু এটাই চেয়েছিলাম, আমার মতো একটা ছেলে, যা আমি চাইনি.. কিন্তু আমি জানি.. এই রকম একটা ছেলে আমার জন্য জন্মায়..
- তোমাকে আমি",Informal,6601,Informal,13,1591,2022-11-06T18:03:48.110080Z,2022-11-06T18:03:48.110103Z,2.482
638,638,BLOOM,"পাখি সব ..............করে রব .........................বলে GOOD MORNING
",7.1,bn,"পাখি সব..............করে রব.........................বলে GOOD MORNING
সৃষ্টি জগৎ............তারে চাই...........আমার ভালোলাগা...........আমার ভালোলাগা...........আমার ভালোলাগা...........আমার ভালোলাগা...........আমার ভালোলাগা...........আমার ভালোলাগা...........আমার ভালোলাগা...........আমার ভালোলাগা...........আমার ভালোলাগা...........আমার ভালোলাগা...........আমার ভালোলাগা...........আমার ভালোলাগা...........আমার ভালোলাগা...........আমার ভালোলাগা...........আমার ভালোলাগা...........আমার ভালোলাগা...........আমার ভালোলাগা...........আমার ভালোলাগা...........আমার ভালোলাগা...........আমার ভালোলাগা...........",Informal,6600,Informal,13,1590,2022-11-06T18:03:43.916879Z,2022-11-06T18:03:43.916903Z,2.673
639,639,BLOOM,"সবাই বলে আমি নাকি রিপলাই দিতে অনেক লেইট করি!! ক্যারে ?? :(
",7.1,bn,"সবাই বলে আমি নাকি রিপলাই দিতে অনেক লেইট করি!! ক্যারে?? :(
অন্ধকারে আরামদায়ক কিচেন: ছাদে আয়নার পেছনে বসার ঘরের আলো জ্বলছে! ঘরের এক কোনে আয়নার পাশে সোফা আর কাঠের আলমারি! সামনের বারান্দায় জানালার পাশে কাঠের একটা আলমারি যেখানে কাপড় রাখার জন্য একটা ছুরি দিয়ে ছেঁড়া জায়গাও আছে! সামনে খোলা বারান্দায় ছোট্ট বারান্দার জানালা, যেখানে বারান্দার চারিদিকেই দেয়াল। ঘরের ঠিক মাঝখানে একটা সোফা সেট, যেটা একটু বড়ও হতে পারতো। আমি আর আমার ছোট চাচাত বোন একসাথে বসে পড়ি, সামনে আমাদের বড় চাচাত বোনো বসে আছে। তার পিছনে আমার মা। মা আর ছোট বোনো একসঙ্গে বসে। আমি আর আমার চাচাত বোনো পাশাপাশি",Informal,6599,Informal,13,1589,2022-11-06T18:03:39.934956Z,2022-11-06T18:03:39.934973Z,6.482
640,640,BLOOM,"আজকে জীবনে ককটেল এর আওয়াজ এত কাছ থেকে শুনলাম। :3 ভয় পাইছি :(
",7.1,bn,"চোখের উপর ভর দিয়ে দাঁড়িয়ে রইলাম না…একদৃষ্টিতে তাকিয়ে দেখি, একটা মেয়ে আমার হাত থেকে গ্লাসের গ্লাসটি নিয়ে গড়িয়ে পড়ছে। আমি দাঁড়িয়ে, তার দিকে তাকিয়ে রইলাম। ওর কাঁধ থেকে গ্লাসটি নামিয়ে নিয়ে একটা প্লেট দিয়ে ঢেকে দিলাম। :3",Informal,6598,Informal,13,1588,2022-11-06T18:03:30.891355Z,2022-11-06T18:03:30.891371Z,3.043
