,model,prompt,size(B),language,prediction,prompt_formality,id,formality,annotator,annotation_id,created_at,updated_at,lead_time
756,BLOOM,فقبل عودة البرادعى بأربعة شهور فقط قال دبلوماسى غربى فى القاهرة للصحفى الأمريكى إن جمال,7.1,ar," مبارك نجل الرئيس السابق، طلب مساعدة الولايات المتحدة الأمريكية لمواجهة التهديدات المتزايدة للرئيس حسنى مبارك. وأضاف أن جمال مبارك قال للوفد الأمريكى إن مصر تواجه خطراً من الانهيار والى جانب ذلك، فإن بعض القيادات السياسية فى مصر تعارض استمرار حكم مبارك بسبب تراخى الجيش الذى لا يجرؤ على معارضة حكم الرئيس.
وتابع الدبلوماسى، الذى رفض الكشف عن هويته، إن جمال مبارك عرض أيضاً على الوفد الأمريكى مساعدته فى تغيير الدستور، وأنه أبلغ المسئولين الأمريكيين أن هذه الخطوة ليست أمراً ضرورياً لأن """"الجيش المصرى يعرف جيدًا ما هو المطلوب ويطبق القانون على الجميع بدون استثناء.. وأضاف أن الجيش لا يثق فى الرئيس ولا فى نجل الرئيس السابق.",Formal,40443,Formal,1,1073,2022-12-12T13:40:43.201058Z,2022-12-12T13:40:43.201058Z,64.195
757,BLOOM,شلباية قناص يصعب تعويضه اعتقد لو انه تواجد في مباراة الرمثا لكانت حصيلة الاهداف افضل,7.1,ar,"
بسبب تواجد لاعب واحد في خط الوسط هو احمد العجمي وهو لاعب عادي جدا رغم أنه لاعب وسط ممتاز.. والامر يتكرر مع دفاع الفريق فبعد غياب الكابتن ايمن فاضل عن صفوف الزوراء بسبب الاصابة غاب عنه علي مهران ومحمد رستناوي.. والامر ينطبق ايضا على المهاجمين حيث كان الزوراء من الفرق التي تعتمد على عدد كبير من المهاجمين وهو الامر الذي صعب من مهمة مهاجمي الزوراء في التعامل مع المرمى الخصم.",Formal,40442,Formal,1,1072,2022-12-12T13:39:38.826631Z,2022-12-12T13:39:38.826631Z,31.1
758,BLOOM,اللهم اغفر له وارحمه وعافه وأعف عنه وأعذه من عذاب النار والقبر اللهم آمين .,7.1,ar,"اللهم اغفر له وارحمه وعافه وأعف عنه وأعذه من عذاب النار والقبر اللهم آمين. اللهم إني أعوذ بك أن أسألك الدنيا وما فيها أن أختار لها وأن أختار لك اللهم آمين.
اللهم اجعلني من الذين يضحون بالغالي والنفيس حتى يكونوا عند ربهم راضين ، اللهم آمين. اللهم إني أعوذ بك من شر نفسي ومن سخطها ومن شر الشيطان وشركه اللهم آمين.",Formal,40441,Formal,1,1071,2022-12-12T13:38:57.506978Z,2022-12-12T13:38:57.506978Z,14.149
759,BLOOM,اخي سيف ال خطاب عليهم وارهم وعلى كل من يريد التقليل من شباب اليوم ورجال,7.1,ar, المستقبل مدى سوء من يسيطرون على الاعلام ومختلف مواقع التواصل الاجتماعي التي تديرها عصابة الفساد من ابناء العصابة وابقاه الله قويا على محاربتهم,Formal,40440,Formal,1,1070,2022-12-12T13:38:43.181051Z,2022-12-12T13:38:43.181051Z,10.31
760,BLOOM,تحياتى إلى الاستاذ سعيد الشحات . . وتحياتي إلى أخي الحبيب عبدالعظيم سليمان والى الاستاذين,7.1,ar,تحياتى إلى الاستاذ سعيد الشحات.. وتحياتي إلى أخي الحبيب عبدالعظيم سليمان والى الاستاذين أحمد على صالح وهشام محمد أحمد.. تحياتى إلى كل القراء الذين يحبون هذا الموقع.. تحياتى إلى الاستاذ عبد الرحمن منتصر.. تحياتى إلى الأستاذة آمال محمد عبد الحليم.. تحياتى إلى الأستاذ مصطفى كامل.. تحياتى إلى الأخت الفاضلة نادية عبدالله.. تحياتى إلى الأستاذ طارق عابدين.. تحياتى إلى الأستاذة نيفين على.. تحياتى إلى الأستاذ عماد الدين محمد.. تحياتى إلى الاستاذ سيد بلال.. تحياتى إلى الاستاذ سامى عبدالسلام.. تحياتى إلى الأستاذة غادة عبدالله.. تحياتى إلى الأستاذة جليلة محمود.. تحياتى إلى الأستاذة نورا إبراهيم.. تحياتى إلى الأستاذ,Formal,40439,Incohesive,1,1069,2022-12-12T13:38:32.695316Z,2022-12-12T13:38:32.695316Z,7.621
761,BLOOM,"مشكلة المجتمع أنه نظرته للمرأه نظره جنسيه , , ذبحتهم ها ياناس الشيخ يقول قال",7.1,ar,"مشكلة المجتمع أنه نظرته للمرأه نظره جنسيه,, ذبحتهم ها ياناس الشيخ يقول قال رسول الله,,,, الخخخخ
ماشاءالله,,, بس مايدرك كثيرين أنهم مثلنا,,,,, الله يعاملهم بنفس الطريقة التي عاملنا بها,,, ويذبحنا كما قال النبي,,,,,,",Formal,40438,Informal,1,1068,2022-12-12T13:38:24.895069Z,2022-12-12T13:38:24.895069Z,5.528
762,BLOOM,"اعتقد قرار اللجنة صائب ياأخي الكاتب الأزرق , لأنه لو أوقفت فيقاروا كان عليها ايضا",7.1,ar,"اعتقد قرار اللجنة صائب ياأخي الكاتب الأزرق, لأنه لو أوقفت فيقاروا كان عليها ايضا عدم دخول جميع اللاعبين, ولكن هناك من يرى العكس, وهذا رأيي الشخصي, فقد قال اللاعبون إنهم يرحبون بمنع القبيسي والأبرعي من قبل اللجنة.
لإلغاء دورنا في الدوري يجب أن يكون هناك استبدال لبعض اللاعبين في أنديتنا و هذا غير منطقي أبداً لأن في البداية كان دورنا و من ثم توقف ثم عاد دورنا و الآن و بعد قرار اللجنة يجب على اللجنة أن تفكر في أندية الدرجة الثانية و الثالثة التي لديها لاعبين قادرين على اللعب في دوري المحترفين ، و ألا نفرض على الأندية أن تكون في دوري المحترفين و على مستوى عال لأندية عربية و أندية قارية و أن نبقى فقط في دوري الدرجة الثانية و الثالثة.",Formal,40437,Formal,1,1067,2022-12-12T13:38:19.153331Z,2022-12-12T13:38:19.153331Z,191.369
763,BLOOM,اتمنى التوفيق للهلال فى البطولة الاسوية فيجب علينا جميعنا ان نقف مع الهلال والشباب ممثلينا,7.1,ar," الوحيدين فى البطولة العربية.
- شكرا على هذه الثقة الغالية التى منحتنى إياها الجماهير الهلالية التى دعمتك طول فترة مرضك,والحمد لله على ما انا فيه الان واتمنى ان تكونوا على مستوى التوقعات التى تصبو اليها الجماهير الهلالية.
- شكرا لله على العافية وموفورا يامنونك.
سلمان البلطان",Formal,40436,Formal,1,1066,2022-12-12T13:35:01.150168Z,2022-12-12T13:35:01.150168Z,43.049
764,BLOOM,اتمنى اناوكثير من قراء الغد الصحيفة المهتمة باراء قرائها ان تعيد النظر في ذلك القرار,7.1,ar," حتى لايغضب العديد من اصحاب هذا القرار والذين لديهم رغبة بالقيام به. وفي اعتقادي الشخصي ان ما قام به السيد احمد حسين نائب رئيس الوزراء كان صائبا ولايشوبه اي شيء من الشوائب او الخطأ ويجب الاستمرار فيه حتى ينعم المواطن الكويتي بجميع حقوقه الانسانية وليس ان يكون احد من ابنائه قد اصيب بأذى من الآخرين بسبب بعض المشاكل والاضطرابات التي تحدث بين الدول الشقيقة والصديقة.
عبدالهادي العتيبي",Formal,40435,Formal,1,1065,2022-12-12T13:34:17.919156Z,2022-12-12T13:34:17.919156Z,191.641
765,BLOOM,فيس هناك انسان بلا عيوب أمام الوزير الهمام شأن شأن ضابط المرور الغلس الذى لا,7.1,ar," يرى إلا بعين واحدة، وذاك الرجل الذى يتعامل مع الناس كأنه لا يرتدى سوى ثوب واحدة، وذاك الرجل الذى لا ينظر إلا للمصائب والحوادث، ولماذا لا يفكر فى تلك المأساة التى تحدث كل يوم على الطرق. وأى نوع من الناس، هذا الذى يعمل دون شعور بالمسئولية، ويتعامل مع الناس كأنه يعيش فى كوكب آخر.
كل يوم يمر، وكل يوم يضيع، وكل ما يحدث من حوادث على الطرق هو هدر فى حياة بشرى، ثم لماذا يكرر الوزير نفسه كل هذا الكلام، ولا ينفذ له. أنا لا أتحدث عن حادث واحد، وإنما عن حوادث طوال العام، وأنا لا أتحدث عن سيارتين، إنما عن مئات السيارات، فكم هي حوادث السيارات، وكم هي الكوارث التى",Formal,40434,Formal,1,1064,2022-12-12T13:31:06.108133Z,2022-12-12T13:31:06.108133Z,16.489
766,BLOOM,اختلاف المذهب ( الزوج شيعي ) والزوجه ( سنيه ) كذب على اهلها وزور الوثائق,7.1,ar," الرسمية
فبعد أن ادخرت الفتاة مبلغا كبيرا من المال لاعداد متطلبات الزواج استدانت من أصحابها لتتمكن من بناء منزل الزوجية وحجزت موعدا للزواج الذي اقامه في منزله الذي اشتراه على احد المواطنين.
وبتاريخ 12 / 11 / 1426هـ فوجئ اهلها بزوجها يدخل عليها وهو ملتحب ويخبرها انه كان يعيش في افغانستان وان هناك مجندات اسرع ما اسرعت الفتاة الى الشرطة التي اكدت صحة الواقعة وادلت بسجلا للمجندة التي تزوجت من زوجها الذي ادلى بشهادة زور تؤكد انه ليس له علاقة بالنساء وتؤكد ايضا ان الفتاة من خلال بعض اقاربها كانت في علاقة غير شرعية بالنساء.
وبعد فترة ادلى الزوج باعتر",Formal,40433,Formal,1,1063,2022-12-12T13:30:49.452385Z,2022-12-12T13:30:49.452385Z,176.425
767,BLOOM,اقتبس من درر كلامتك لأقول سبحانه جل علاه الذى يجعلك تحب انسانا لم تلتق به,7.1,ar," يوما.. فالعمر كله له يا منى.. لكنك وحدك من تتخيل وتتصور نفسك بهذا الشكل الذى لم يكن يوما ولم يعد أبدا.. ربما يوما تكونين أنت أيضا فى هذا المقام.. ربما هذا هو دورى أن أنقذك من نفسك.. لكننى لا أستطيع.. فأنت أقوى منى بكثير ولا أحد يقدر أن يحولك الى إنسانة لا تستطيع فعل ما تفعله..
لقد تحولت الى وحيدة فى هذا العالم كما تقولين.. لكنى لم أعد وحيدة على الإطلاق.. لأنى لا أعانى من الوحدة.. لأننى على قيد الحياة.. لأنى أرى نفسي أمامك.. لأنى أتحدث اليك.. لأنى أتعلم منك.. ولأنى أحيا مع من لا يزالون فى هذا العالم حيا وميتا.. كل تلك",Formal,40432,Formal,1,1062,2022-12-12T13:27:52.854815Z,2022-12-12T13:27:52.854815Z,19.36
768,BLOOM,انت كاذب كاذب كاذب واذا لم ياخذ الزمالك حقة ستكون العواقب وخيمة واتمنى ان يبتعد,7.1,ar," كل لاعب اتحامل وصدق الكلام المذيع الذى قال على الزمالك واهنىء الاهلى على الفوز
مشاهدة وتحميل مسلسل الكوميديا والرومانسية التركي التفاح الحرام موسم 1 حلقة 18 مترجمة رابط الحلقة 18 من التفاح الحرام Gül Hoca Ev Hanim S01E18 كاملة مترجم اون لاين مشاهدة مسلسل التفاح الحرام 1 الحلقة 18 الثامنة عشر مترجمة بجودة عالية HDTV 720p 1080p 480p Bluray اون لاين مباشرة بدون تحميل
مسلسل التفاح الحرام الموسم الاول الحلقة 18 الثامنة عشر مترجم للعربية كاملة اون لاين شاهد مباشرة بدون تحميل مسلسل الدراما والرومانسية التركي التفاح الحرام الموسم الاول Gül Hoca Ev Hanim S01 الموسم الاول مترجم للع",Formal,40431,Incohesive,1,1061,2022-12-12T13:27:33.321196Z,2022-12-12T13:27:33.321196Z,10.7
769,BLOOM,3 : الوضع اللبناني الذي يشاع ان ثمة تفاهما اقليميا – أميركيا يشمل بالطبع سوريا,7.1,ar," التي لا ننسى انها من اقوى الدول الصديقة لنا، هل هناك بالفعل تفاهم ما مع سوريا في ظل هذه التصريحات التي تصدر في هذا الخصوص؟
– اذا كان هناك من تفاهم سياسي – اقليمي أو أميركي حول الوضع في لبنان فان سوريا هي جزء من هذا التفاهم او الاتفاق السياسي. هذه التصريحات عن ان هناك ثمة تفاهما اقليميا – اميركيا حول لبنان، لا أعرف من الذي يطلقها ومن الذي يصرح بها.
– لا أعرف ما هي دوافع ذلك، ولكن سوريا هي صديقة وعشيقة وشريكة وذات تاريخ طويل معنا. وما دامت تصريحاتهم في هذا الموضوع تصب في هذا المجال فانني لن اتحدث عنها.
لا يعني ذلك أنني في حالة صدمة أو أن",Formal,40430,Formal,1,1060,2022-12-12T13:27:22.453217Z,2022-12-12T13:27:22.453217Z,30.772
770,BLOOM,"الله أكبر و لا اله الا الله محمد رسول الله , اللهم انصر بلادي الحزائر",7.1,ar,"الله أكبر و لا اله الا الله محمد رسول الله, اللهم انصر بلادي الحزائر و رد كيدها في نحورها لا اله الا الله محمد رسول الله.
و في نفس السياق اعلن الفريق الركن عبدالحكيم الحاج طاهر قائد عملية الحشد الشعبي في تصريح للرشيد، ان القوات الامنية استعادت السيطرة على جسر الشعيبة في محافظة البصرة، في مواجهة قوات داعش الارهابي.
و أضاف انه «بالفعل حصل الاستيلاء على جسر الشعيبة من داعش، و تم تأمين منطقة الشعيبة من الجهة الشرقية بواسطة قوات الامن».
مؤكداً ان «هذا الجهد الكبير للقوات الامنية كان له دور بارز في تحرير مدينة الشعيبة من عناصر داعش الارهابي».
الموضوع الأصلي: هل ستدخل داعش الى مدينة الناصرية ؟!!؟!!! و ماذا تفعل القوات العراقية بعد",Formal,40429,Formal,1,1059,2022-12-12T13:26:51.510339Z,2022-12-12T13:26:51.510339Z,119.357
771,BLOOM,8 مليون مواطن مصابون بالسكر والمركز الثاني على مستوى العالم في الوفاة بسبب المرض (,7.1,ar,300 ألف شخص كل عام في الدول النامية - 80 ألف شخص في الدول الصناعية - مليون شخص في الشرق الأوسط من بين أكثر من 1،5 مليار مصابون به في العالم - وبالإضافة إلى ذلك، هناك 50 مليون شخص فوق سن الخمسين في دول العالم الثالث مصابون بالسكري النوع الثاني.,Formal,40428,Formal,1,1058,2022-12-12T13:24:51.940407Z,2022-12-12T13:24:51.940407Z,82.331
772,BLOOM,الى الشخص الذى يقول ان المعتقلين فى المكان الطبيع . . . تحيه لامن .,7.1,ar,"الى الشخص الذى يقول ان المعتقلين فى المكان الطبيع... تحيه لامن. معتز على الله
كل اللى شفته وحسيت بيه فى هذا البلد لا يساوى أى من حقوق الانسان الموجوده. من كى يسعدنى ان اضحي ببلدى واهلها لكى اقابلهم بس. معتز على الله
من فضلكم فى هذه الظروف القهرية الليه انا طالب دكتوراه باحدى الجامعات المصرية باثنين كلية علوم وحاصل على درجة الماجستير سنة 2014 وعملت استاذ مساعد فى مجال الهندسة الطبية بكلية الهندسة جامعة القاهرة وعملت في نفس الوقت اخصائي جراحة وعلاج طبيعي فى مستشفي السلام العام والعياده الخاصه بس يا استاذ معتز انا متعب ومش عارف ادعي من كثرة الهم و الحزن على حالنا في هذا",Formal,40427,Informal,1,1057,2022-12-12T13:23:29.437533Z,2022-12-12T13:23:29.437533Z,28.483
773,BLOOM,لكن إن شاء الله نجوم الزعيم يتداركون مثل هذه الأخطاء وينهون المباراة في صالحهم .,7.1,ar,لكن إن شاء الله نجوم الزعيم يتداركون مثل هذه الأخطاء وينهون المباراة في صالحهم. وكان الفريقان قد افتتحا باب التسجيل في الشوط الأول عن طريق هدفي المحترف المغربي عبد العزيز ساوشو في الدقيقتين 5 و 27 قبل أن يضيف البديل محمد مسعد الهدف الثالث للزعيم في الدقيقة 36 بعد تمريرة من عبد العزيز السيهاتي. وفرض فريق الشباب سيطرته المطلقة على مجريات المباراة وقدم عروضا فنية رائعة حيث كانت السيطرة التامة لخط وسطه بقيادة مهاجمه السيهاتي الذي شكل خطورة على مرمى الفريقين وكانت أولى المحاولات الشبابية في الدقائق الأولى في ظل ضعف مدافعي الرياض في قطع الكرات التي لعبت في الجهة اليسرى ولعب كيم ديوك هسون كرة من الجهة اليمنى تصدى لها عبد الله الشمالي حارس الرياض وفي الشوط الثاني,Formal,40426,Formal,1,1056,2022-12-12T13:18:49.795016Z,2022-12-12T13:18:49.795016Z,12.313
774,BLOOM,لماذا الراهبات وغيرهن يسمح لهن بلبسا يعاب على المسلمات مع ان ديننا خاتم وصحيح ودينهم,7.1,ar, ابعد ما يكون عن الصراحة والوضوح. اين نحن من قول ربنا سبحانه وتعالى في الحديث القدسي: ''ان الله لا ينظر اليكم بالقرابين ولكن ينظر الي قلوبكم، هل فيها من الخير ام لا''. واين نحن من قوله تعالى: ''ان الذين يكتمون ما انزلنا من البينات والهدى من بعد ما بيناه للناس في الكتاب اولئك يلعنهم الله ويلعنهم اللاعنون''، واين نحن من قول الحق تبارك وتعالى في سورة النحل ''ولا تتخذوا من دون الله ولا رسوله ولا المؤمنين اولاية فتقعدوا بكل صراط مستقيم''. اما في زمن الصحابة فالاموال الطائلة والبلايين ترصد للفقراء والرعاع من المسلمين، وفي,Formal,40425,Formal,1,1055,2022-12-12T13:18:37.310121Z,2022-12-12T13:18:37.310121Z,600.996
775,BLOOM,2 ) نعم لقد شاهدت أداء الوحدات العالي جدا ( العكس صحيح ) لو لعب,7.1,ar,"ت ضد هبوعيل هرتسليا مثلا.
@ ان اللاعبين الذين هاجروا لناد آخر من دون الرجوع للنادي الأصل كانوا يستحقون عقوبة الإيقاف ؟
ـ اعتقد ان اللاعب يجب ان يعود للنادي الأصلي بعد انتقاله, لا ان يهاجر ناد آخر, كما أن اللاعب عندما يعاقب بإيقاف في ناديه لا يمكنه اللعب لموسم آخر.
@ هل تعتقدون أن اللاعب السابقين هاجروا لأنهم تأثروا بما حدث قبل المباراة ضد هبوعيل هرتسليا ؟
ـ لا اعتقد ذلك, اللاعب لا يلعب له بعشقه وعواطفه لهذا النادي, بل بعقد اتفاق بينه وبين النادي الذي يلعب له واللعبة لها متطلبات فنية وادارية.
@ ماذا تعني بكلمة متطلبات فنية وادارية",Formal,40424,Formal,1,1054,2022-12-12T13:08:35.827226Z,2022-12-12T13:08:35.827226Z,22.202
776,BLOOM,ما اظن الحكومه نائمة عن حدودها ولكن الصاروخ من الممكن ان يكون من الخارج بدون,7.1,ar," شك
الحكومة لاتستطيع ان تقول انه من الداخل لانها تقول ذلك لان الاخوان يديرون الامور في البلاد وسوف يكونون اول من يتفجؤون بوصول الصاروخ الى الداخل ومن الممكن ان يكون من سوريا
هل تعلمون ان الحكومة العراقية اصدرت اعلانها الاول عندما بدأ سقوط الصواريخ قبل ايام قليلة ، ولكننا لم نسمع اي شيء عن الاضرار في بغداد ولم نتلق رد ايجابي من الدوله
الحكومة لاتستطيع ان تقول ذلك لانها سوف تكون على شفير حرب اهلية وسوف يكون هناك اكثر من 60 الف عراقي من اللاجئين
لاخوض في التفاصيل ، هل تعلمون ان هناك اموالا طائله تم دفعها من امريكا لتركيا لشراء صواريخ من شركة روسية الصنع وسوف",Formal,40423,Formal,1,1053,2022-12-12T13:08:13.428711Z,2022-12-12T13:08:13.428711Z,13.797
777,BLOOM,اعلم بان العالم كلة ايل للسقوط وان دولا كثيرة اصبحت برسم البيع هي ومن فيها,7.1,ar," وسوف تسحق مثل سوريا واليمن ولكن اا ما ايعقل ان يهتز مثل تركيا او ايران او روسيا وهي علوة الصفيح مثل الكويت والخليجيين حتى وان كانت لهم قوة كبيرة فالعالم لا يهتز على شوك العراق وايران وروسيا. وتبقى في الحقيقة ايران وكوريا الشمالية وحماس هي الديدان.
ما هو الحل عند الخليجيين حتى اذا كانت لهم دولة قوية مثل روسيا مثلا لا تهتز وان كانت لهم دولة قوية مثل الصين ولا يهتزون.
انا شخصيا مع الحل الذي وضعه الامير محمد ابن سلمان قبل ايام وهو حل الكويت والخليجيين مثل تركمانستان والاوزبكستان والعراق والمانيا والسعودية وكلهم يملكون قوة كبيرة وليس ايران او العراق وس",Formal,40422,Informal,1,1052,2022-12-12T13:07:59.448061Z,2022-12-12T13:07:59.448061Z,40.156
778,BLOOM,لا يجوز منك ان تستخف بقدرات العربي وهو واصل لنهائي الدرع والكأس والاخفاق الذي كان,7.1,ar, محليا وخارجيا امام الفيصلي والمكابي جاء بسبب عدم العمل الجاد من اللاعبين ولم يعملوا بتعليمات المدير الفني للفريق من باب الاستخفاف بقدرات الآخرين، والجهاز الفني في النادي هو المسؤول عن الاخفاقات الحالية وعن غياب الانتصار في الدوري، وانا لا اتوقع حدوث اي مفاجأة خلال الفترة المقبلة.,Formal,40421,Formal,1,1051,2022-12-12T13:07:19.101243Z,2022-12-12T13:07:19.101243Z,17.117
779,BLOOM,لا إله إلإألله وماذا بعد ؟ نسأل الله ألعفو وألعافية وألرحمة للمتوفى . وجميل ألصبر,7.1,ar,"لا إله إلإألله وماذا بعد ؟ نسأل الله ألعفو وألعافية وألرحمة للمتوفى. وجميل ألصبر لأهلو المتوفى. وأن يلهمهم الصبر والسلوان.
الاخوة والاخوات المحترمين هذا الموضوع عن حادثة اعتداء على سيارة شخصي بالشارع العام من قبل مجموعة من الشباب الغوغاء لايسكنون في هذا الحي ويظنون بانهم قادرون ان يفعلوا مايشاؤون
وانا اتعاطف بشدة مع هذا الشخص واناشد الجهات المختصة ان تقف امام هؤلاء لان ما يفعلونه يدل على انهم لايعرفون دينهم بل يسيئون الى الدين الحنيف الذي حرم القتل في اي حال من الاحوال ومن كان له الحق بالضرب في الشارع في هذا الزمن الذي اصبح فيه هناك فوضى في الشارع وفي كل مكان. الله لايقر لهم عين بهذا العمل
الاحساء:
اب",Formal,40420,Formal,1,1050,2022-12-12T13:07:01.796521Z,2022-12-12T13:07:01.796521Z,22.015
780,BLOOM,فازت برشلونة بجدارة ولم نسمع ان باص ارسونال تعرض للرشق بالحجارة اوواصيب لاعبيه بجروح خطيرة,7.1,ar,. وعلى العكس، فان الفريق الكاتالوني كان بطلا للنزالات، واستحق اللقب بلا جدال، حيث لم يتلق شباكه اية اهداف في المباراتين.,Formal,40419,Formal,1,1049,2022-12-12T13:06:39.585940Z,2022-12-12T13:06:39.585940Z,37.865
781,BLOOM,غزة التي أحببناها عندما ما عاد لها من عيون لترى حبنا و لا كهرباء لتشاهد,7.1,ar," حبنا ولا ماء لتذوق حبنا,,,لكنها اليوم بعد كل هذا الألم و هذه الهموم لا يمكن أن نحلم بالعودة اليها,,لأننا إذا رجعنا,فسوف نرجع الى بيوت لا تليق بنا و ليست لنا فيها,,ولن يبقى إلا الجدران التي بناها الصهاينة ليبقوا فيها ولن يبقى إلا دكاكين الصهاينة لبيعها,,,",Formal,40418,Formal,1,1048,2022-12-12T13:06:01.540491Z,2022-12-12T13:06:01.540491Z,18.777
782,BLOOM,أستغرب كيف يستريح قلب وزير المالية وابن شقيقه المواطن ينام طاوياً دون ما يسد رمقه,7.1,ar, ، ولا أعرف أين هي الإنسانية في نفوسهم ، هل أصبح من حق الإنسان أن يموت جوعاً ، أو أن يهان أمام الناس من قبل الشرطة ، أو أن يصبح رهينة لدى الشرطة وهو من يملك قرار العيش أو الموت ، يا وزير كيف يستحي من الشعب أن يعيش حياة كهذه ، أليست هذه خيانة لهذا الشعب الذي أعطاك ثقة الشعب أن تكون وزيراً لخدمتهم ، وأنت في حالك ما زلت تستحي من الشعب ، لا بل تسخر من الشعب ، يا وزير المال هذه رسالة لكل الوزراء وكل المواطنات والمواطنين بأن كل من يعيش تحت هذا القانون في حالة يرثى لها ، إن الإنسان غير مستهدف فقط في حالته الصحية ، إنما المستهدف أنه أصبح عرضة للسخرية والتهكم من قبل الشرطة ، وليس من حقنا,Formal,40417,Formal,1,1047,2022-12-12T13:05:34.114845Z,2022-12-12T13:05:34.114845Z,5.731
783,BLOOM,- مهارات الادخار يجب انا يكون هنالك منهج لتعليم الشباب وخصوصا في المرحله الثانويه او,7.1,ar," المتوسطه كيف يدخروا ان هنالك العديد من الاسباب التي تجعلك تدخر في سن صغير جدا لاول مره ومن اجل تعلم فنون الادخار يجب ان يكون هنالك بعض البرامج التوعويه و الدورات التي تهتم بتعلم الادخار من اجل المستقبل والاستمرار بالحياة.
تبدأ في التخطيط السليم للتجارب التي يمكن ان تحدث مستقبلاً وتخيل النتائج الإيجابية والسلبية المتوقعة لهذا التجربة سواء كانت هذه التجربة شخصية أو اجتماعية.
تستطيع أن تدخر أموالك من خلال الادخار اليومي، فالادخار اليومي أفضل وأوفر طريقة يمكن لك أن تقتني بها بعض المال وتستخدمه فيما تحب.",Formal,40416,Formal,1,1046,2022-12-12T13:05:28.211954Z,2022-12-12T13:05:28.211954Z,4.092
784,BLOOM,اولا الحمد لله انه لم يصب طاقم الدورية ونطالب بتكريمهم بما يليق بالجهد الذي بذلوه,7.1,ar," في عملهم ، اما عن دوريات اخرى متواجدة على الطريق الدائري فقد تعرضت لسرقة سيارة دورية قبل عدة اسابيع من قبل شخص ما يعتقد انه قام بذلك بدافع السرقة.
وفيما يخص حادث دهس الطفل فهد الشنيفي رحمه الله من قبل مركبة مسرعة في حادث مروري على طريق الدائري قال سموه : انا لا احبذ ذكر اي معلومة تخص حادث دهس طفل ، خاصة عندما تكون غير مؤكدة ، ولكن في موضوع الحادث اشير الى ان الطفل رحمه الله اصيب بطعنة واحدة فقط في قدمه الايسر تسببت في كسر ضلوعه.
وفيما يخص عملية نقل جثمان الطفل فهد الشنيفي من محافظة الاحساء الى الدمام قال سموه : نحن نتابع كل ما يتعلق بهذا الامر",Formal,40415,Formal,1,1045,2022-12-12T13:05:23.930105Z,2022-12-12T13:05:23.930105Z,8.907
785,BLOOM,لو أني لا أجد في هذا الأمر برمته إلا تأييد المنحلين أخلاقيا لكفاني لأتركه .,7.1,ar,"لو أني لا أجد في هذا الأمر برمته إلا تأييد المنحلين أخلاقيا لكفاني لأتركه. كما أنني لن أعود لنتنياهو في الوقت الحالي ولن أشجع عليه حتى ولو من قريب لأن نتنياهو يريد تصفية القضية الفلسطينية ويخطط لشرائها من أجل مصالحه الشخصية في الولايات المتحدة الأمريكية ، أما القضية العربية الفلسطينية فهي فوق كل اعتبار وبعيدة عن حساباته ومصالحه السياسية. أما نحن الذين نتبع نهجنا الإسلامي والإنساني فلا يهمنا ما يقدمه نتنياهو لنا من دعم مادي وإعلامي إلا بمقدار ما يقدمه من دعم لإنهاء الاحتلال الإسرائيلي للقدس والقرار الدولي 242 والتطبيع مع إسرائيل ، ولا نعتبره صديقا أو حليفا لنا مادامت أهدافه وغاياته بعيدة عن أهدافنا وأهداف أمتنا العربية والإسلامية.
قال الدكتور أحمد سعيد الخبير بالمر",Formal,40414,Formal,1,1044,2022-12-12T13:05:14.832280Z,2022-12-12T13:05:14.832280Z,4.088
786,BLOOM,( فقد سجل الجندي المصاب تنازله عن حقه الشخصي عقب وساطات زملائه في الوحدة العسكرية,7.1,ar, وقد تم نشر القصة من خلال موقع إخباري أمريكي شهير ، ليزداد الجدل بعد انتشار القصة على مواقع التواصل الاجتماعي. وتداولت وسائل الإعلام الأميركية صورة لجندي مصاب بعد إطلاق النار خلال تجمع سياسي في العاصمة الأميركية واشنطن، وسط مطالبات بتحقيق في الحادثة. وتظهر الصورة التي التقطت أمس السبت، جندي يمسك بجرحه ويضع كمامة على وجهه أثناء وصوله إلى غرفة الطوارئ في المركز الطبي العسكري براندون، وسط تصفيق زملائه في الوحدة العسكرية. وتم نشر الصورة من خلال حساب على موقع “تويتر”، بعنوان “جندي مصاب بإطلاق النار في واشنطن”، وهو حساب تابع لمكتب التحقيقات الفدرالي الأميركي، والذي نشر عبر صفحته الرسمية صورة مماثلة، لكنه لم يذكر,Formal,40413,Formal,1,1043,2022-12-12T13:05:10.576296Z,2022-12-12T13:05:10.576296Z,10.23
787,BLOOM,الراتب الأساسي للرقيب أول هو 29 دينارخدمة 16 سنة فأي مؤسسة من مؤسسات الحكومة يصل,7.1,ar, راتب الرقيب إلى أكثر من 25 ألف دينار سنويا.أما راتب الرقيب فمتوسط يبلغ 20 ألف دينار سنويا.ويقدر الراتب الأساسي لموظف الشرطة في وزارة الداخلية ب 18 ألف دينار في حين يصل راتب رقيب الدرجة الأولى إلى نحو 27 ألف دينار.,Formal,40412,Formal,1,1042,2022-12-12T13:04:52.280950Z,2022-12-12T13:04:52.280950Z,13.175
